Taluks,Population 2011_Rural_male,Population 2011_Rural_female,Population 2011_Rural_total,Population 2011_urban_male,Population 2011_urban_female,Population 2011_urban_total,Population 2011_Rural_urban_total,Population 2011_Decadal Change in percentage_2001 - 11Rural,Population 2011_Decadal Change in percentage_2001 - 11_urban,Population 2011_Decadal Change in percentage_2001 - 11_total
Tumkur,150271.4296694444,139972.8790062772,290247.3511832341,152920.23396336933,149210.7149371848,302141.624753582,592393.0476822272,10.398348618137499,6.877635190421943,14.500737657014781
Sulya,53422.03377084879,54252.47845861096,107680.89353456667,9690.82589077328,10259.553758593163,19957.83863361419,127635.12562855733,0.4845858345794789,18.906726670350523,9.277564667117264
Kukanuru,46763.29050030525,45830.35643812575,92589.24617971711,9075.46940929624,8952.785205658616,18031.515651412603,110625.48273676983,3.3521682424900696,14.579791866043475,12.411948089925499
Nippani,98696.7383319142,95083.85146041504,193782.48975864312,39486.61075364411,39386.88299741709,78877.83562572386,272656.06073280267,-8.473325866095287,8.493741389556916,3.2403410485442627
Kamalapura,59779.926933432806,57335.402678715596,117111.99623027959,5666.228657900601,5404.82946580537,11066.234096681457,128187.05953195848,8.446570529720553,5.820063155774434,16.685189293355627
Guledagudda,28246.336011087562,27814.078067581628,56066.36586122507,16629.21030227641,16755.457152305975,33385.049242267814,89447.80682574511,15.08231692111813,-6.252735308938569,15.085954863062922
Thirthahalli,62784.028133968364,64686.96884369401,127485.3003696431,7096.851507312842,7444.177032945999,14525.276197736364,141999.42172820284,1.7384236277065321,0.5966650297928879,-0.9077392907261777
Malavalli,123912.11520691114,121751.60891271257,245666.50927933675,18786.507324485126,18810.486111345548,37605.51747374338,283268.07174237136,1.5898685282079654,7.272101938408525,-2.1851102554802693
Madikeri,56542.408379626584,56661.092439375425,113203.23960373849,16426.93773456863,16959.05323723917,33383.68644863693,146581.9999106746,0.869894511611065,2.3304735556852516,-0.24013786669294834
K.G.F,67465.2911431637,65781.45864045102,133238.2960320671,60032.089814490246,60482.54042653132,120522.0784168047,253757.18885287023,7.509012292088897,15.86277829274592,5.964699595856603
Krishnarajpet,117263.62560072706,117270.99692782144,234537.54394907196,12979.525991272703,12962.480734708308,25944.43506966931,260479.86931402356,2.8737471198424847,17.26481349473813,0.04067921820784548
Harohalli,38303.67617010389,36578.483092161725,74883.17866617284,9979.214049147924,9769.802187860443,19733.27922363904,94611.01735244747,7.2406249326169245,16.018520801242286,7.238113403948455
Yaragatti,38426.23187480905,37443.894131092646,75872.41387572329,4794.441826905659,4887.810042198375,9685.534033653788,85564.0427054504,19.43549619730458,23.35859205117511,16.960409323270323
Devdurga,125541.95856016704,126141.62224041022,251675.13648974942,14624.258390221703,14302.870431985166,28928.23459401857,280606.9727783271,22.301843351618153,38.37763630404073,22.875257038165522
Yadgir,87640.95020007541,87727.49051213515,175367.10121368602,39735.1525600591,39990.26070048044,79721.95711720342,255087.9640705709,24.540177655320623,32.798947044914556,20.168699027857546
Pandavpura,81867.46498917245,81085.87716864843,162952.94157232135,10176.413456394217,10226.881442188618,20399.294179190056,183360.1763192753,4.548829031293332,12.882499016386518,3.524483006993648
Sirivara,61033.789234984026,61727.79592548564,122768.77908750935,9564.071162877215,9722.505606400817,19290.362383538715,142064.30036450058,1.3121616181293523,5.582304457772546,1.737512015417317
Kolar,125209.2578358755,121721.72596782092,246949.34749570515,69901.4730685899,68548.15863051802,138458.4292794381,385409.9062966428,3.1097235325539643,28.498840433006414,6.295438536497881
Sringeri,16048.902954597048,16578.290717663163,32614.18559407393,1987.2990863792998,1927.9875894605113,3930.577746736685,36538.62768622972,8.1038217597857,-4.594247729516164,-5.408455595040495
Udupi,27536.257593478662,29680.040919487343,57204.51926917183,96792.27099139064,99663.67694211622,196473.09367767366,253683.3603112519,-47.24343885833003,60.28772249719476,16.797171370553166
Byadagi,57010.767091799986,53998.78954971645,111009.2454979956,15131.63056521195,14887.748361662627,30017.82829374773,141024.20956679186,11.38023246908472,18.79744873801316,11.791812956478626
Shahbadha,13322.90265022741,13188.281620228407,26517.683325792295,30600.57601022515,30668.390000661573,61257.06699318086,87781.62299743298,-4.1959561072288825,10.914036620643353,10.261596510963358
Sirivara,61035.687763621536,61727.08182912941,122770.13570481671,9572.369155226565,9723.900290410475,19298.012606137985,142062.4220261223,8.273787319196632,5.554455559941616,8.468537279369826
Sindagi,59593.76785522693,56140.64137597712,115716.50449910031,18883.770863638714,18343.50258126941,37221.799483809446,152955.44468491588,22.512122656147493,31.05612884544854,22.75841968754216
Hiriyur,116037.60403810644,113682.15702682601,229716.79078393866,28124.30858818669,28294.742578827543,56419.00844693145,286133.2219044641,4.983733994615117,21.94731470630466,5.965769947875176
Channarayapatna,114880.13061421088,118011.36308400816,232898.4211851716,23391.593574328068,23507.902939357464,46899.1165405998,279802.1112978056,0.8803411847226617,26.267794845224618,-3.851907341900501
Gajendragad,31507.52396908055,30938.49398234321,62447.051687942665,24580.131040406133,24469.098665312667,49048.92337073625,111491.55480081457,4.465465650947294,3.835526069108594,14.22699143922015
Ratteehalli,49566.470852763494,47127.63921958738,96701.37715056384,7323.88430481885,6953.176316712791,14282.716079925875,110973.9175119968,9.453359551837103,10.623210712119317,8.565762034329016
Kumta,59380.787128110656,58176.84287888579,117568.03295851039,18323.2644585684,18395.770503021027,36726.526267976595,154275.36834510352,3.5584205058098073,-1.9670631527855265,12.079696347016121
Kamalapura,59780.33539402257,57335.1868632381,117116.20208962559,5668.7393548171585,5399.104448509402,11069.87643632691,128180.13813877567,12.006710551525288,-2.0972172361388814,16.523511109230952
Shidlagatta,82872.55894339076,80134.72234425883,163005.26540046235,26074.116731789185,25096.289742521352,51163.93423267747,214166.51964669256,15.29308078305892,28.809383566692755,11.039664677973368
Yadgir,87649.85989912822,87733.36806859229,175371.10180142938,39726.863821948595,39991.522436430365,79724.99732091563,255106.2239406619,21.52951323497633,29.361150888878726,20.25046573149214
Karatagi,47820.649715502375,48587.935563066676,96401.26477079262,15086.723370290352,14900.46294849347,29990.49892390147,126390.04863620976,7.092858592991032,19.462023100092857,9.417629912500358
Yelahanka,93301.51381205436,82165.44973481454,175467.6812347711,248422.08445396766,225519.65890466358,473950.15838228416,649420.941538026,75.0876833742355,62.488790700592205,50.24489655681552
Karatagi,47823.985359889986,48587.409208745834,96401.3242123438,15089.549500157273,14900.171704706428,29994.66107515229,126393.80741105921,10.300490678980264,26.07124940814318,13.82510552031233
Basavakalyan,120542.67740001982,116346.06583633294,236896.3034074033,36119.3360881676,33605.895262023616,69714.54412080096,306624.50569287356,12.523944385997199,12.181963137282057,5.437569360508986
Mudigere,41771.46649832244,43593.56726935702,85361.76871587255,5929.340207831383,5984.548897950696,11918.82546594315,97281.04225709842,-8.174670510827834,-34.496164210892914,-11.497077478135724
Yellapur,29558.129719773504,28645.96392958113,58202.79127655562,10245.94308814903,10203.11115135677,20457.248803774866,78669.5575559128,1.593892692001142,14.00294801204925,11.851064601241717
Shirahatti,37471.34511164663,35828.9264739193,73293.2303569455,8819.666679788696,8795.557879984864,17607.278683561948,90906.17084484454,2.4392027415308846,10.419868965322792,3.5648805244654573
Chincholi,94785.17594765792,94162.72268977556,188942.1301800184,10849.327784936382,10036.149011122461,20897.49645000382,209840.8036445537,16.2990059852248,20.571779265168527,14.90847118998214
Sringeri,16035.769281014298,16574.692749593887,32612.89970834295,1985.528736961291,1936.9512168395304,3923.780589996622,36534.54103548291,1.9745609321572977,-11.66333442924984,0.1571274531033997
Karkala,70264.25285734964,77477.04588722784,147750.6436442362,15913.631829972628,16774.807155991657,32672.045435876003,180431.00767240074,2.1180677299628696,29.005210397857155,-0.4346356406972016
Kolar,125217.11628192937,121732.44983201998,246948.5174563872,69916.96626388808,68557.7861077842,138463.9261161819,385414.5242905776,8.723155203101888,23.680329659473017,14.17673576599824
Shahbadha,13318.190835477199,13194.724873944062,26510.991097524107,30592.346085595815,30663.74536369651,61265.341630823365,87773.18278073348,-0.2997116816711709,9.611892438286752,10.693710204210944
Raibag,185779.90363763287,177807.73960296312,363590.70262594084,21362.132364979985,20527.9709629865,41893.37522568472,405491.4265847139,22.56508616368368,14.269203433557887,16.11584504147848
Belthangady,124674.10294127434,127124.6380393882,251799.48794988918,7296.6263593981685,7490.738589546757,14788.703354596502,266596.4552802234,-8.598013113878691,11.181546194932992,8.880190055091008
Nippani,98701.46391985625,95083.21466561621,193774.32847159362,39482.9417369055,39393.95207246072,78872.02191259709,272657.04651318357,-6.889874619330149,8.897860482221628,-6.979331067242911
Alnavara,9392.722374204282,9017.958634738718,18422.146368486603,8683.508101250862,8545.439075226863,17235.70898586678,35636.00400366349,10.097538705987331,1.3927272752688227,18.64123028374026
Bidar,129628.73715077972,124295.63460479719,253914.58138079057,111471.54200388383,104552.05080242509,216017.99833870196,469940.3471821236,9.692923937640188,30.629575444210197,18.72956456946024
Yelburga,71839.5845800763,70161.60846801782,141999.9695845164,7494.837046752483,7322.743122906385,14814.448851894678,156811.31007199484,16.76047876697428,27.289003195935575,17.94709320148935
Dandelli,5387.162775352385,5261.318014568782,10642.613380384759,27992.84173056081,27629.454067506136,55629.405713911576,66267.1116368797,27.45971315617606,-7.486251469162783,-4.601777695478011
Ponnampete,41678.668403780175,42869.94832039489,84544.73819235664,4198.764920913532,4116.592222527236,8299.794846978974,92848.63472191284,8.989049397886555,5.719507915045446,-3.685628582159547
Sringeri,16041.696983609436,16572.778471758822,32617.622608917976,1990.950833470271,1929.8335007905769,3917.016706064664,36544.862807211306,3.214807254553425,-8.629581000452491,0.16604238651203174
Kolhara,33051.75511330848,31980.83209702861,65015.26134709071,8466.716456074277,8099.968947946474,16570.3470242019,81586.34867890427,23.927374006119464,43.86148568611382,20.806428608561703
Aland,140003.4672735612,131913.2129325472,271931.51680310315,21883.576640070518,20480.874673280447,42365.20296288926,314295.1283632749,13.189708666316594,19.040864263882696,14.97002040315067
Arkalgud,93827.21443447736,93949.61375496305,187772.48248908512,8465.95475178054,8335.504522938847,16809.58315914835,204590.98486045233,-0.6602948754760642,9.062306251862857,1.1625034783811863
Chinthamani,112277.37774900444,109723.68310650896,222005.28655705377,38329.02373912505,37730.221975116365,76060.57039348033,298071.22066307656,14.925941907708253,17.676118596414376,13.6270168205314
Alur,38958.33149387978,39764.86279981191,78717.98802437974,3298.5219678185827,3243.135605767545,6540.976001697146,85259.88594542553,-4.618409623157455,8.817230664835717,-2.4504475142720574
Madhugiri,120082.7916279076,118613.51914207487,238711.75042832605,14583.41536198607,14572.948882693214,29151.675728166672,267868.58523387875,-1.9367440026664626,9.447550781068262,5.70261517641412
Mudigere,41766.741499232376,43592.537626135905,85357.95978323088,5939.070699069486,5983.2373657779235,11914.73271838718,97278.06808237311,-9.51168540949125,-34.84896141136923,-15.45639772907071
Sedam,85577.9354552495,87179.11180403302,172754.50560209106,23020.524294152925,22791.52314053063,45809.59960331047,218569.10045764793,12.514637067773611,12.457890603272475,11.666999027833423
Yelburga,71841.26834353876,70157.25158436305,142001.2291913042,7495.72111595903,7327.20326563838,14811.123974745507,156811.67158621922,10.709417052095976,27.8141187652488,18.940713066529504
Gulbarga,99217.2474080517,95017.25186574164,194241.3865460611,276546.4834121499,266601.0380455471,543153.8732877858,737385.5950827915,14.638060877590362,30.553589018514355,21.341047610444683
Shahapur,93199.39968415651,91738.46631486483,184934.91499293945,35213.6560191587,33721.303771623185,68938.05073545435,253866.57882263957,12.398055763704566,8.781835694069791,26.509851881816516
ANNIGERI,23365.31745266811,22655.51427725084,46024.156612152874,14165.448240534715,14092.876370230602,28261.351319433117,74291.60315631196,1.8217366082848505,10.935208862838222,9.501449901967408
Gokak,146800.5627149531,145016.3337743918,291801.6892987407,53308.21142509994,53277.5461369399,106590.02848559534,398391.2194613117,20.247416863517483,7.8719082734120205,20.539371278916054
Yadgir,87645.00094037964,87727.00563986394,175373.72806547186,39737.731996216644,39992.89181696786,79733.86050151395,255101.50261438004,21.399336677952867,34.447792607532854,21.99571155854206
Chikmagalur,93220.41239490728,93744.40905886749,186960.45796905673,58700.000029049865,59701.97835621988,118399.91806923083,305368.50578643626,-0.8766604759933725,14.909456395656742,-1.504430913148806
Lingasugur,119549.36785438444,117782.5225964002,237337.49370216005,32495.198620031515,31804.548517152078,64307.791913836976,301638.8447941008,17.40173540124427,22.00455243369975,21.630318559187742
Sulya,53425.074618124796,54253.505383913645,107680.25280274068,9698.78692441987,10267.609387789604,19950.048555105986,127641.21113345592,5.510328802835044,13.976815218000516,-4.185695087266632
Saraguru,36465.070867978655,36502.21903608308,72965.86217780436,5639.782891584956,5792.591061107847,11429.908280061369,84389.9637623848,0.15219454997938797,-1.8901314068248762,1.9468799894702205
Mulabagilu,101610.7823706877,100041.62348285403,201666.51810505157,28872.933658460293,28399.23625587432,57272.73304462784,258928.84618334923,11.277798024784744,22.859777739415566,12.235997435583126
Belthangady,124663.92249110244,127132.911294593,251803.09761663323,7293.275148945035,7492.3472872820585,14780.436969261877,266588.34946718026,-10.22574614299341,12.224961141308068,6.72949283445578
Tarikere,53679.940609531775,53809.20007697031,107486.81668835843,17923.47017531902,18022.84959834376,35934.22286283976,143423.8421797329,9.28530422228738,7.0812541135975495,9.976637137758123
Yaragatti,38420.42083128089,37443.70502886861,75874.94699209167,4800.092875075771,4895.387241549224,9683.994969158774,85554.84378756341,25.842952572804254,13.46074229610507,16.004483911762904
